[INFO] [AnimationBootstrapper] NEWSCRIPTS_MODE ativo: AnimationBootstrapper ignorado.

NEWSCRIPTS_MODE ativo: DebugUtility.Initialize executando reset de estado.

<color=#A8DEED>[INFO] [DebugUtility] [OBS][RuntimeMode] LoggingPolicyApplied source='EarlyDefault' key='Editor|Enabled|global=True;verbose=True;default=Logs;repeated=True|fallbacks=True|EarlyDefault'</color>

[INFO] [DebugUtility] DebugUtility inicializado antes de todos os sistemas.

[INFO] [CompassRuntimeService] NEWSCRIPTS_MODE ativo: CompassRuntimeService ignorado.

<color=#A8DEED>[INFO] [DebugUtility] [OBS][RuntimeMode] LoggingPolicyApplied source='BootstrapPolicy' key='Editor|Enabled|global=True;verbose=True;default=Verbose;repeated=True|fallbacks=True|BootstrapPolicy'</color>

[VERBOSE] [GlobalCompositionRoot] NewScripts logging configured. (@ 3,19s)
<color=#A8DEED>[VERBOSE] [SceneFlowInputModeBridge] [SceneFlowInputModeBridge] [GameLoop] Bridge registrado para SceneTransitionCompletedEvent (Frontend/GamePlay -> GameLoop sync). (@ 3,25s)</color>

<color=#4CAF50>[VERBOSE] [GlobalServiceRegistry] Serviço SceneFlowInputModeBridge registrado no escopo global. (@ 3,25s)</color>

<color=#A8DEED>[VERBOSE] [GlobalCompositionRoot] [InputMode] SceneFlowInputModeBridge registrado no DI global. (@ 3,25s)</color>

<color=#4CAF50>[VERBOSE] [GlobalServiceRegistry] Serviço LevelStageOrchestrator registrado no escopo global. (@ 3,25s)</color>

<color=#A8DEED>[VERBOSE] [GlobalCompositionRoot] [LevelFlow] LevelStageOrchestrator registrado (SceneFlowCompleted + LevelSwapLocalApplied). (@ 3,25s)</color>

<color=#4CAF50>[VERBOSE] [GlobalServiceRegistry] Serviço IStateDependentService registrado no escopo global. (@ 3,25s)</color>

<color=#A8DEED>[VERBOSE] [GlobalCompositionRoot] Registered global service: IStateDependentService. (@ 3,25s)</color>

<color=#A8DEED>[VERBOSE] [GlobalCompositionRoot] [StateDependent] Registrado StateDependentService (gate-aware) como IStateDependentService. (@ 3,25s)</color>

<color=#4CAF50>[VERBOSE] [GlobalServiceRegistry] Serviço ICameraResolver registrado no escopo global. (@ 3,25s)</color>

<color=#A8DEED>[VERBOSE] [GlobalCompositionRoot] Registered global service: ICameraResolver. (@ 3,25s)</color>

[VERBOSE] [GameReadinessService] [Readiness] GameReadinessService registrado nos eventos de Scene Flow. (@ 3,25s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=False, gateOpen=True, activeTokens=0, reason='bootstrap'. (@ 3,25s)

<color=#4CAF50>[VERBOSE] [GlobalServiceRegistry] Serviço GameReadinessService registrado no escopo global. (@ 3,25s)</color>

<color=#A8DEED>[VERBOSE] [GlobalCompositionRoot] [Readiness] GameReadinessService inicializado e registrado no DI global (Scene Flow → SimulationGate). (@ 3,25s)</color>

<color=#A8DEED>[VERBOSE] [GameNavigationCatalogAsset] [OBS][SceneFlow] RouteResolvedVia=AssetRef owner='GameNavigationCatalog', intentId='to-menu', routeId='to-menu', asset='Route_to-menu'. (@ 3,25s)</color>

<color=#A8DEED>[INFO] [SceneRouteDefinitionAsset] [OBS][SceneFlow] ResolveRouteDefinitionKeys field='scenesToLoadKeys' before=[name='UIGlobalScene', buildIndex=2, isInBuildSettings=True | name='GameplayScene', buildIndex=5, isInBuildSettings=True] after=[name='UIGlobalScene', buildIndex=2, isInBuildSettings=True | name='GameplayScene', buildIndex=5, isInBuildSettings=True].</color>

<color=#A8DEED>[INFO] [SceneRouteDefinitionAsset] [OBS][SceneFlow] ResolveRouteDefinitionKeys field='scenesToUnloadKeys' before=[name='NewBootstrap', buildIndex=0, isInBuildSettings=True | name='MenuScene', buildIndex=3, isInBuildSettings=True] after=[name='NewBootstrap', buildIndex=0, isInBuildSettings=True | name='MenuScene', buildIndex=3, isInBuildSettings=True].</color>

<color=#A8DEED>[INFO] [SceneRouteDefinitionAsset] [OBS][SceneFlow] RouteSceneListResolved routeId='to-gameplay' field='scenesToUnloadKeys' scenes=[name='NewBootstrap', buildIndex=0, isInBuildSettings=True | name='MenuScene', buildIndex=3, isInBuildSettings=True].</color>

<color=#A8DEED>[VERBOSE] [SceneRouteCatalogAsset] [OBS][Config] RouteResolvedVia=AssetRef routeId='to-gameplay' asset='Route_to-gameplay'. (@ 3,26s)</color>

<color=#A8DEED>[INFO] [SceneRouteDefinitionAsset] [OBS][SceneFlow] ResolveRouteDefinitionKeys field='scenesToLoadKeys' before=[name='UIGlobalScene', buildIndex=2, isInBuildSettings=True | name='MenuScene', buildIndex=3, isInBuildSettings=True] after=[name='UIGlobalScene', buildIndex=2, isInBuildSettings=True | name='MenuScene', buildIndex=3, isInBuildSettings=True].</color>

<color=#A8DEED>[INFO] [SceneRouteDefinitionAsset] [OBS][SceneFlow] ResolveRouteDefinitionKeys field='scenesToUnloadKeys' before=[name='NewBootstrap', buildIndex=0, isInBuildSettings=True | name='GameplayScene', buildIndex=5, isInBuildSettings=True] after=[name='NewBootstrap', buildIndex=0, isInBuildSettings=True | name='GameplayScene', buildIndex=5, isInBuildSettings=True].</color>

<color=#A8DEED>[INFO] [SceneRouteDefinitionAsset] [OBS][SceneFlow] RouteSceneListResolved routeId='to-menu' field='scenesToUnloadKeys' scenes=[name='NewBootstrap', buildIndex=0, isInBuildSettings=True | name='GameplayScene', buildIndex=5, isInBuildSettings=True].</color>

<color=#A8DEED>[VERBOSE] [SceneRouteCatalogAsset] [OBS][Config] RouteResolvedVia=AssetRef routeId='to-menu' asset='Route_to-menu'. (@ 3,26s)</color>

<color=#A8DEED>[VERBOSE] [SceneRouteCatalogAsset] [OBS][Config] SceneRouteCatalogBuild routesResolved=2 viaAssetRef=2 viaRouteId=0 invalidRoutes=0 (@ 3,26s)</color>

<color=#A8DEED>[VERBOSE] [GlobalCompositionRoot] [OBS][Navigation] BootStartRouteResolvedVia intent -> entry -> routeRef. intentKind='Menu', routeId='to-menu'. (@ 3,26s)</color>

<color=#A8DEED>[VERBOSE] [GlobalCompositionRoot] [OBS][SceneFlow] Startup transition resolved via bootstrap direct style reference. styleAsset='TransitionStyle_Startup', style='TransitionStyle_Startup', profile='DefaultTransitionProfile', profileAsset='DefaultTransitionProfile'. (@ 3,26s)</color>

[INFO] [GameLoopSceneFlowCoordinator] [GameLoopSceneFlow] Coordinator registrado. StartPlan: Load=[], Unload=[], Active='', UseFade=True, Style='TransitionStyle_Startup'.

<color=#A8DEED>[VERBOSE] [GlobalCompositionRoot] [GameLoopSceneFlow] Coordinator registrado (startPlan production, routeId='to-menu', style='TransitionStyle_Startup', profile='DefaultTransitionProfile', profileAsset='DefaultTransitionProfile'). (@ 3,26s)</color>

<color=#4CAF50>[INFO] [GlobalCompositionRoot] âœ… NewScripts global infrastructure initialized (Commit 1 minimal).</color>

[VERBOSE] [GlobalServiceRegistry] Serviço ICameraResolver encontrado no escopo global (tipo registrado: ICameraResolver). (@ 3,29s)

<color=#A8DEED>[VERBOSE] [GameplayCameraBinder] ICameraResolver resolved in Awake. (@ 3,29s)</color>

<color=#A8DEED>[VERBOSE] [CameraResolverService] Camera registered for playerId=0: Camera. (@ 3,29s)</color>

<color=#A8DEED>[VERBOSE] [CameraResolverService] Default camera updated to Camera (playerId=0). (@ 3,29s)</color>

<color=#A8DEED>[INFO] [GameplayCameraBinder] Gameplay camera registrada (playerId=0): Camera.</color>

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço ISceneScopeMarker registrado para a cena NewBootstrap. (@ 3,30s)</color>

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IWorldSpawnContext registrado para a cena NewBootstrap. (@ 3,30s)</color>

[INFO] [SceneScopeCompositionRoot] WorldRoot ready: NewBootstrap/WorldRoot

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IActorRegistry registrado para a cena NewBootstrap. (@ 3,30s)</color>

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IWorldSpawnServiceRegistry registrado para a cena NewBootstrap. (@ 3,30s)</color>

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço WorldLifecycleHookRegistry registrado para a cena NewBootstrap. (@ 3,30s)</color>

[VERBOSE] [SceneScopeCompositionRoot] WorldLifecycleHookRegistry registrado para a cena 'NewBootstrap'. (@ 3,30s)

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IActorGroupRearmTargetClassifier registrado para a cena NewBootstrap. (@ 3,30s)</color>

[VERBOSE] [SceneScopeCompositionRoot] IActorGroupRearmTargetClassifier registrado para a cena 'NewBootstrap'. (@ 3,30s)

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IActorGroupRearmOrchestrator registrado para a cena NewBootstrap. (@ 3,30s)</color>

[VERBOSE] [SceneScopeCompositionRoot] IActorGroupRearmOrchestrator registrado para a cena 'NewBootstrap'. (@ 3,30s)

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IActorGroupRearmWorldParticipant registrado para a cena NewBootstrap. (@ 3,30s)</color>

[VERBOSE] [SceneScopeCompositionRoot] IActorGroupRearmWorldBridge registrado para a cena 'NewBootstrap'. (@ 3,30s)

[VERBOSE] [SceneScopeCompositionRoot] Hook de cena registrado: WorldLifecycleHookLoggerA (@ 3,30s)

[INFO] [SceneScopeCompositionRoot] WorldDefinition loaded: WorldDefinitionDummy

[VERBOSE] [SceneScopeCompositionRoot] WorldDefinition entries count: 1 (@ 3,30s)

[VERBOSE] [SceneScopeCompositionRoot] Spawn entry #0: Enabled=True, Kind=DummyActor, Prefab=DummyActor (@ 3,30s)

[VERBOSE] [GlobalServiceRegistry] Serviço IUniqueIdFactory encontrado no escopo global (tipo registrado: IUniqueIdFactory). (@ 3,30s)

[VERBOSE] [GlobalServiceRegistry] Serviço IStateDependentService encontrado no escopo global (tipo registrado: IStateDependentService). (@ 3,30s)

[VERBOSE] [WorldSpawnServiceRegistry] Spawn service registrado: DummyActorSpawnService (ordem 1). (@ 3,30s)

[VERBOSE] [SceneScopeCompositionRoot] Spawn entry #0 REGISTERED: DummyActorSpawnService (Kind=DummyActor, Prefab=DummyActor) (@ 3,30s)

[INFO] [SceneScopeCompositionRoot] Spawn services registered from definition: 1

[VERBOSE] [SceneScopeCompositionRoot] Spawn services summary => Total=1, Enabled=1, Disabled=0, Created=1, FailedCreate=0 (@ 3,30s)

[INFO] [SceneScopeCompositionRoot] Scene scope created: NewBootstrap

[INFO] [AudioSystemBootstrap] NEWSCRIPTS_MODE ativo: AudioSystemBootstrap ignorado.

[VERBOSE] [FadeController] [Fade] Awake - CanvasGroup: OK (@ 3,60s)

[VERBOSE] [FadeController] [Fade] Canvas sorting configurado. isRootCanvas=True, overrideSorting=False, sortingOrder=11000 (@ 3,60s)

<color=#A8DEED>[INFO] [GameStartRequestEmitter] [Production][StartRequest] Start solicitado (GameStartRequestedEvent).</color>

[INFO] [GameLoopSceneFlowCoordinator] [GameLoopSceneFlow] Start REQUEST recebido. Disparando transicao de cenas...

[VERBOSE] [GlobalServiceRegistry] Serviço IFadeService encontrado no escopo global (tipo registrado: IFadeService). (@ 3,62s)

[VERBOSE] [GlobalServiceRegistry] Serviço IIntroStageControlService encontrado no escopo global (tipo registrado: IIntroStageControlService). (@ 3,63s)

[VERBOSE] [FadeService] [OBS][Fade] FadeScene ready (source=FadeService/EnsureController, scene='FadeScene'). (@ 4,60s)

<color=#4CAF50>[VERBOSE] [GlobalCompositionRoot] [OBS][Fade] FadeScene ready (source=GlobalCompositionRoot/Preload, scene='FadeScene'). (@ 4,60s)</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] RouteResolvedVia=RouteId routeId='to-menu' source='ISceneRouteResolver'.</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IRouteResetPolicy encontrado no escopo global (tipo registrado: IRouteResetPolicy). (@ 4,64s)

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] RouteApplied routeId='to-menu' scenesToLoadCount=2 activeScene='MenuScene' transitionProfile='DefaultTransitionProfile' signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene'.</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] RouteAppliedPolicy routeId='to-menu' requiresWorldReset=False decisionSource='routePolicy:Frontend' decisionReason='RoutePolicy' signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene'.</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [SceneFlow] TransitionStarted id=1 signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' routeId='to-menu', style='TransitionStyle_Startup', profile='DefaultTransitionProfile', reason='Boot/StartPlan', requestedBy='Boot/StartPlan' Route='to-menu', RouteKind='Frontend', Style='TransitionStyle_Startup', Reason='Boot/StartPlan', Load=[UIGlobalScene, MenuScene], Unload=[NewBootstrap, GameplayScene], Active='MenuScene', UseFade=True, Profile='DefaultTransitionProfile', RequiresWorldReset=False, DecisionSource='routePolicy:Frontend', DecisionReason='RoutePolicy'</color>

<color=#A8DEED>[VERBOSE] [LoadingHudOrchestrator] [LoadingStart] signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' useFade=True. (@ 4,64s)</color>

[VERBOSE] [GlobalServiceRegistry] Serviço ILoadingHudService encontrado no escopo global (tipo registrado: ILoadingHudService). (@ 4,64s)

<color=#A8DEED>[VERBOSE] [LoadingHudService] [LoadingHudEnsure] signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene'. (@ 4,64s)</color>

[VERBOSE] [GlobalServiceRegistry] Serviço ILoadingPresentationService encontrado no escopo global (tipo registrado: ILoadingPresentationService). (@ 4,65s)

<color=#A8DEED>[VERBOSE] [SceneFlowInputModeBridge] [SceneFlowInputModeBridge] [GameLoop] SceneFlow/Started -> reset dedupe. signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene'. (@ 4,65s)</color>

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=False, gateOpen=False, activeTokens=1, reason='gate_closed'. (@ 4,65s)

[VERBOSE] [SimulationGateService] [Gate] Acquire token='flow.scene_transition'. Active=1. IsOpen=False (@ 4,65s)

[VERBOSE] [GameReadinessService] [Readiness] SimulationGate adquirido com token='flow.scene_transition'. Active=1. IsOpen=False (@ 4,65s)

[VERBOSE] [GameReadinessService] [Readiness] SceneTransitionStarted â†’ gate adquirido e jogo marcado como NOT READY. Context=Route='to-menu', RouteKind='Frontend', Style='TransitionStyle_Startup', Reason='Boot/StartPlan', Load=[UIGlobalScene, MenuScene], Unload=[NewBootstrap, GameplayScene], Active='MenuScene', UseFade=True, Profile='DefaultTransitionProfile', RequiresWorldReset=False, DecisionSource='routePolicy:Frontend', DecisionReason='RoutePolicy' (@ 4,65s)

[VERBOSE] [GameReadinessService] [Readiness] Snapshot publicado. gameplayReady=False, gateOpen=False, activeTokens=1, reason='scene_transition_started'. (@ 4,65s)

<color=#A8DEED>[VERBOSE] [GameLoopSceneFlowCoordinator] [GameLoopSceneFlow] TransitionStarted recebido. expectedSignature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene'. (@ 4,65s)</color>

[VERBOSE] [SceneFlowFadeAdapter] [SceneFlow] Profile 'DefaultTransitionProfile' aplicado: fadeIn=0,5, fadeOut=0,5. (@ 4,65s)

[VERBOSE] [FadeController] [OBS][Fade] FadeStart signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' targetAlpha=1 dur=0,5 (@ 4,65s)

[INFO] [SceneTransitionService] [OBS][Fade] FadeInStarted id=1 signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' profile='DefaultTransitionProfile'.

<color=#4CAF50>[VERBOSE] [LoadingHudController] [OBS][Loading] LoadingHudRoot ready root='LoadingHudRoot' canvas='LoadingHudRoot' hasText=True hasSpinner=True. (@ 4,69s)</color>

[VERBOSE] [FadeController] [OBS][Fade] FadeComplete signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' targetAlpha=1 (@ 5,11s)

[INFO] [SceneTransitionService] [OBS][Fade] FadeInCompleted id=1 signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' profile='DefaultTransitionProfile'.

<color=#A8DEED>[VERBOSE] [LoadingHudService] [LoadingHudEnsure] signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene'. (@ 5,11s)</color>

<color=#A8DEED>[VERBOSE] [LoadingHudService] [LoadingHudShow] signature='r:to-menu|rk:Frontend|a:MenuScene|f:1|l:UIGlobalScene|MenuScene|u:NewBootstrap|GameplayScene' phase='AfterFadeIn' message='<default>'. (@ 5,11s)</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] LoadedScenesSnapshot stage='before_apply_route' sceneCount=3 scenes=[name='NewBootstrap', isLoaded=True, buildIndex=0, isActive=True | name='FadeScene', isLoaded=True, buildIndex=1, isActive=False | name='LoadingHudScene', isLoaded=True, buildIndex=6, isActive=False].</color>

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] RouteExecutionPlan routeId='to-menu' activeScene='MenuScene' toLoad=[UIGlobalScene, MenuScene] toUnload=[NewBootstrap, GameplayScene] reload=[<none>].</color>

[VERBOSE] [SceneTransitionService] [SceneFlow] Carregando cena 'UIGlobalScene' (Additive)... (@ 5,11s)

<color=#A8DEED>[VERBOSE] [PostGameOverlayController] [PostGame] Bindings de GameRunEnded/GameRunStarted registrados. (@ 5,14s)</color>

<color=#A8DEED>[VERBOSE] [PauseOverlayController] [PauseOverlay] Overlay desativado. (@ 5,15s)</color>

[VERBOSE] [GlobalServiceRegistry] Serviço IGameRunStateService encontrado no escopo global (tipo registrado: IGameRunStateService). (@ 5,15s)

[VERBOSE] [SceneTransitionService] [SceneFlow] Carregando cena 'MenuScene' (Additive)... (@ 5,16s)

<color=#A8DEED>[VERBOSE] [FrontendButtonBinderBase] [FrontendButton] Click-guard armado por 0,250s (label='OnEnable/Guard', go='Quit_Btn', btn='Quit_Btn'). (@ 5,21s)</color>

<color=#A8DEED>[VERBOSE] [FrontendButtonBinderBase] [FrontendButton] Click-guard armado por 0,250s (label='OnEnable/Guard', go='HowToPlay_Btn', btn='HowToPlay_Btn'). (@ 5,21s)</color>

<color=#A8DEED>[VERBOSE] [FrontendButtonBinderBase] [FrontendButton] Click-guard armado por 0,250s (label='OnEnable/Guard', go='Options_Btn', btn='Options_Btn'). (@ 5,21s)</color>

[VERBOSE] [GlobalServiceRegistry] Serviço ILevelFlowRuntimeService encontrado no escopo global (tipo registrado: ILevelFlowRuntimeService). (@ 5,22s)

<color=#A8DEED>[VERBOSE] [FrontendButtonBinderBase] [FrontendButton] Click-guard armado por 0,250s (label='OnEnable/Guard', go='Play_Btn', btn='Play_Btn'). (@ 5,22s)</color>

<color=#A8DEED>[VERBOSE] [FrontendPanelsController] [FrontendPanels] Panel='main' (reason='Awake/Initial'). (@ 5,22s)</color>

<color=#A8DEED>[VERBOSE] [FrontendPanelsController] [FrontendPanels] EventSystem selected='Play_Btn' (panel='main'). (@ 5,22s)</color>

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço ISceneScopeMarker registrado para a cena MenuScene. (@ 5,22s)</color>

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IWorldSpawnContext registrado para a cena MenuScene. (@ 5,22s)</color>

[INFO] [SceneScopeCompositionRoot] WorldRoot ready: MenuScene/WorldRoot

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IActorRegistry registrado para a cena MenuScene. (@ 5,22s)</color>

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IWorldSpawnServiceRegistry registrado para a cena MenuScene. (@ 5,22s)</color>

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço WorldLifecycleHookRegistry registrado para a cena MenuScene. (@ 5,22s)</color>

[VERBOSE] [SceneScopeCompositionRoot] WorldLifecycleHookRegistry registrado para a cena 'MenuScene'. (@ 5,22s)

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IActorGroupRearmTargetClassifier registrado para a cena MenuScene. (@ 5,22s)</color>

[VERBOSE] [SceneScopeCompositionRoot] IActorGroupRearmTargetClassifier registrado para a cena 'MenuScene'. (@ 5,22s)

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IActorGroupRearmOrchestrator registrado para a cena MenuScene. (@ 5,22s)</color>

[VERBOSE] [SceneScopeCompositionRoot] IActorGroupRearmOrchestrator registrado para a cena 'MenuScene'. (@ 5,22s)

<color=#4CAF50>[VERBOSE] [SceneServiceRegistry] Serviço IActorGroupRearmWorldParticipant registrado para a cena MenuScene. (@ 5,22s)</color>

[VERBOSE] [SceneScopeCompositionRoot] IActorGroupRearmWorldBridge registrado para a cena 'MenuScene'. (@ 5,22s)

[VERBOSE] [SceneScopeCompositionRoot] Hook de cena registrado: WorldLifecycleHookLoggerA (@ 5,22s)

[VERBOSE] [SceneScopeCompositionRoot] WorldDefinition não atribuída (scene='MenuScene'). Isto é permitido em cenas sem spawn (ex.: Ready). Serviços de spawn não serão registrados. (@ 5,22s)

[INFO] [SceneScopeCompositionRoot] Spawn services registered from definition: 0

[INFO] [SceneScopeCompositionRoot] Scene scope created: MenuScene

[VERBOSE] [SceneTransitionService] [SceneFlow] Cena ativa definida para 'MenuScene'. (@ 5,26s)

<color=#A8DEED>[INFO] [SceneTransitionService] [OBS][SceneFlow] UnloadCandidate scene='NewBootstrap' exists=True isLoaded=True isActiveScene=False targetActiveScene='MenuScene'.</color>

[VERBOSE] [SceneTransitionService] [SceneFlow] Descarregando cena 'NewBootstrap'... (@ 5,26s)

<color=#A8DEED>[INFO] [SceneManagerLoaderAdapter] [OBS][SceneFlow] UnloadAttempt scene='NewBootstrap' exists=True isLoaded=True isActiveScene=False.</color>

<color=#A8DEED>[VERBOSE] [CameraResolverService] Camera unregistered for playerId=0: Camera. (@ 5,28s)</color>

<color=#A8DEED>[VERBOSE] [CameraResolverService] Default camera updated to null (playerId=0). (@ 5,28s)</color>

[VERBOSE] [ServiceRegistry] Dicionário retornado ao pool. Tamanho do pool: 1. (@ 5,28s)
